,District,State,LokSabhaConstituency,Constituency,No,Type,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,PartyShort
854,Ballia,UTTAR PRADESH,BALLIA,BALLIA,72.0,GEN,Bharat Singh,Bharatiya Janta Party,1768271.0,942211.0,53.3 %,139434.0,14.8%,BJP
855,Ballia,UTTAR PRADESH,GHOSI,GHOSI,70.0,GEN,Harinarayan Rajbhar,Bharatiya Janta Party,1891113.0,1039656.0,55.0 %,146015.0,14.0%,BJP
856,Ballia,UTTAR PRADESH,SALEMPUR,SALEMPUR,71.0,GEN,Ravindra Kushawaha,Bharatiya Janta Party,1661737.0,854749.0,51.4 %,232342.0,27.2%,BJP
857,Balrampur,UTTAR PRADESH,GONDA,GONDA,59.0,GEN,Kirti Vardhan Singh,Bharatiya Janta Party,1710827.0,873732.0,51.1 %,160416.0,18.4%,BJP
858,Balrampur,UTTAR PRADESH,SHRAWASTI,SHRAWASTI,58.0,GEN,Daddan Mishra,Bharatiya Janta Party,1788080.0,979638.0,54.8 %,85913.0,8.8%,BJP
859,Banda,UTTAR PRADESH,BANDA,BANDA,48.0,GEN,Bhairon Prasad Mishra,Bharatiya Janta Party,1601917.0,858326.0,53.6 %,115788.0,13.5%,BJP
860,Banda,UTTAR PRADESH,HAMIRPUR,HAMIRPUR,47.0,GEN,Kunwar Pushpendra Singh Chandel,Bharatiya Janta Party,1737993.0,975240.0,56.1 %,266788.0,27.4%,BJP
861,Barabanki,UTTAR PRADESH,BARABANKI,BARABANKI,53.0,SC,Priyanka Singh Rawat,Bharatiya Janta Party,1721282.0,1068168.0,62.1 %,211878.0,19.8%,BJP
862,Barabanki,UTTAR PRADESH,FAIZABAD,FAIZABAD,54.0,GEN,Lallu Singh,Bharatiya Janta Party,1738701.0,1022716.0,58.8 %,282775.0,27.6%,BJP
863,Bareilly,UTTAR PRADESH,AONLA,AONLA,24.0,GEN,Dharmendra Kumar,Bharatiya Janta Party,1653577.0,995641.0,60.2 %,138429.0,13.9%,BJP
864,Bareilly,UTTAR PRADESH,BAREILLY,BAREILLY,25.0,GEN,Santosh Kumar Gangwar,Bharatiya Janta Party,1664081.0,1017891.0,61.2 %,240685.0,23.6%,BJP
865,Bareilly,UTTAR PRADESH,PILIBHIT,PILIBHIT,26.0,GEN,Maneka Sanjay Gandhi,Bharatiya Janta Party,1671151.0,1050547.0,62.9 %,307052.0,29.2%,BJP
866,Basti,UTTAR PRADESH,BASTI,BASTI,61.0,GEN,Harish Chandra Alias Harish Dwivedi,Bharatiya Janta Party,1847613.0,1048534.0,56.8 %,33562.0,3.2%,BJP
867,Bhadohi,UTTAR PRADESH,BHADOHI,BHADOHI,78.0,GEN,Virendra Singh,Bharatiya Janta Party,1834598.0,981552.0,53.5 %,158039.0,16.1%,BJP
868,Bijnor,UTTAR PRADESH,BIJNOR,BIJNOR,4.0,GEN,Kunwar Bhartendra,Bharatiya Janta Party,1562065.0,1060346.0,67.9 %,205774.0,19.4%,BJP
869,Bijnor,UTTAR PRADESH,MORADABAD,MORADABAD,6.0,GEN,Kunwer Sarvesh Kumar,Bharatiya Janta Party,1772046.0,1127965.0,63.7 %,87504.0,7.8%,BJP
870,Bijnor,UTTAR PRADESH,NAGINA,NAGINA,5.0,SC,Yashwant Singh,Bharatiya Janta Party,1493411.0,942196.0,63.1 %,92390.0,9.8%,BJP
871,Budaun,UTTAR PRADESH,AONLA,AONLA,24.0,GEN,Dharmendra Kumar,Bharatiya Janta Party,1653577.0,995641.0,60.2 %,138429.0,13.9%,BJP
872,Budaun,UTTAR PRADESH,BADAUN,BADAUN,23.0,GEN,Dharmendra Yadav,Samajwadi Party,1769145.0,1027594.0,58.1 %,166347.0,16.2%,SP
873,Bulandshahr,UTTAR PRADESH,BULANDSHAHR,BULANDSHAHR,14.0,SC,Bhola Singh,Bharatiya Janta Party,1736447.0,1009710.0,58.2 %,421973.0,41.8%,BJP
874,Bulandshahr,UTTAR PRADESH,GAUTAM BUDHHA NAGAR,GAUTAM BUDHHA NAGAR,13.0,GEN,Dr.Mahesh Sharma,Bharatiya Janta Party,1986117.0,1199238.0,60.4 %,280212.0,23.4%,BJP
875,Chandauli,UTTAR PRADESH,CHANDAULI,CHANDAULI,76.0,GEN,Dr Mahendra Nath Pandey,Bharatiya Janta Party,1669140.0,980572.0,58.8 %,156756.0,16.0%,BJP
876,Chandauli,UTTAR PRADESH,ROBERTSGANJ,ROBERTSGANJ,80.0,SC,Chhotelal,Bharatiya Janta Party,1639561.0,885873.0,54.0 %,190486.0,21.5%,BJP
877,Chitrakoot,UTTAR PRADESH,BANDA,BANDA,48.0,GEN,Bhairon Prasad Mishra,Bharatiya Janta Party,1601917.0,858326.0,53.6 %,115788.0,13.5%,BJP
878,Deoria,UTTAR PRADESH,BANSGAON,BANSGAON,67.0,SC,Kamlesh Paswan,Bharatiya Janta Party,1760110.0,877877.0,49.9 %,189516.0,21.6%,BJP
879,Deoria,UTTAR PRADESH,DEORIA,DEORIA,66.0,GEN,Kalraj Mishra,Bharatiya Janta Party,1806926.0,971557.0,53.8 %,265386.0,27.3%,BJP
880,Deoria,UTTAR PRADESH,SALEMPUR,SALEMPUR,71.0,GEN,Ravindra Kushawaha,Bharatiya Janta Party,1661737.0,854749.0,51.4 %,232342.0,27.2%,BJP
881,Etah,UTTAR PRADESH,AGRA,AGRA,18.0,SC,Dr. Ram Shankar Katheria,Bharatiya Janta Party,1814739.0,1070400.0,59.0 %,300263.0,28.1%,BJP
882,Etah,UTTAR PRADESH,ETAH,ETAH,22.0,GEN,Rajveer Singh (RAJU BHAIYA),Bharatiya Janta Party,1577457.0,926281.0,58.7 %,201001.0,21.7%,BJP
883,Etah,UTTAR PRADESH,FARRUKHABAD,FARRUKHABAD,40.0,GEN,Mukesh Rajput,Bharatiya Janta Party,1613781.0,970677.0,60.2 %,150502.0,15.5%,BJP
884,Etawah,UTTAR PRADESH,ETAWAH,ETAWAH,41.0,SC,Ashok Kumar Doharey,Bharatiya Janta Party,1707237.0,939604.0,55.0 %,172946.0,18.4%,BJP
885,Etawah,UTTAR PRADESH,MAINPURI,MAINPURI,21.0,GEN,Mulayam Singh Yadav,Samajwadi Party,1653065.0,999265.0,60.5 %,364666.0,36.5%,SP
886,Faizabad,UTTAR PRADESH,AMBEDKAR NAGAR,AMBEDKAR NAGAR,55.0,GEN,Hari Om Pandey,Bharatiya Janta Party,1718774.0,1034404.0,60.2 %,139429.0,13.5%,BJP
887,Faizabad,UTTAR PRADESH,FAIZABAD,FAIZABAD,54.0,GEN,Lallu Singh,Bharatiya Janta Party,1738701.0,1022716.0,58.8 %,282775.0,27.6%,BJP
888,Farrukhabad,UTTAR PRADESH,FARRUKHABAD,FARRUKHABAD,40.0,GEN,Mukesh Rajput,Bharatiya Janta Party,1613781.0,970677.0,60.2 %,150502.0,15.5%,BJP
889,Fatehpur,UTTAR PRADESH,FATEHPUR,FATEHPUR,49.0,GEN,Niranjan Jyoti,Bharatiya Janta Party,1804777.0,1056688.0,58.6 %,187206.0,17.7%,BJP
890,Firozabad,UTTAR PRADESH,FIROZABAD,FIROZABAD,20.0,GEN,Akshay Yadav,Samajwadi Party,1636738.0,1104606.0,67.5 %,114059.0,10.3%,SP
891,Gautam Buddha Nagar,UTTAR PRADESH,GAUTAM BUDHHA NAGAR,GAUTAM BUDHHA NAGAR,13.0,GEN,Dr.Mahesh Sharma,Bharatiya Janta Party,1986117.0,1199238.0,60.4 %,280212.0,23.4%,BJP
892,Ghaziabad,UTTAR PRADESH,AMROHA,AMROHA,9.0,GEN,Kanwar Singh Tanwar,Bharatiya Janta Party,1544242.0,1095860.0,71.0 %,158214.0,14.4%,BJP
893,Ghaziabad,UTTAR PRADESH,BAGHPAT,BAGHPAT,11.0,GEN,Dr. Satya Pal Singh,Bharatiya Janta Party,1505175.0,1004263.0,66.7 %,209866.0,20.9%,BJP
894,Ghaziabad,UTTAR PRADESH,GHAZIABAD,GHAZIABAD,12.0,GEN,Vijay Kumar Singh,Bharatiya Janta Party,2357546.0,1342320.0,56.9 %,567260.0,42.3%,BJP
895,Ghaziabad,UTTAR PRADESH,MEERUT,MEERUT,10.0,GEN,Rajendra Agarwal,Bharatiya Janta Party,1764388.0,1113384.0,63.1 %,232326.0,20.9%,BJP
896,Ghazipur,UTTAR PRADESH,BALLIA,BALLIA,72.0,GEN,Bharat Singh,Bharatiya Janta Party,1768271.0,942211.0,53.3 %,139434.0,14.8%,BJP
897,Ghazipur,UTTAR PRADESH,GHAZIPUR,GHAZIPUR,75.0,GEN,Manoj Sinha,Bharatiya Janta Party,1801519.0,986673.0,54.8 %,32452.0,3.3%,BJP
898,Gonda,UTTAR PRADESH,GONDA,GONDA,59.0,GEN,Kirti Vardhan Singh,Bharatiya Janta Party,1710827.0,873732.0,51.1 %,160416.0,18.4%,BJP
899,Gonda,UTTAR PRADESH,KAISERGANJ,KAISERGANJ,57.0,GEN,Brij Bhusan Sharan Singh,Bharatiya Janta Party,1711967.0,943357.0,55.1 %,78218.0,8.3%,BJP
900,Gorakhpur,UTTAR PRADESH,BANSGAON,BANSGAON,67.0,SC,Kamlesh Paswan,Bharatiya Janta Party,1760110.0,877877.0,49.9 %,189516.0,21.6%,BJP
901,Gorakhpur,UTTAR PRADESH,GORAKHPUR,GORAKHPUR,64.0,GEN,Adityanath,Bharatiya Janta Party,1904498.0,1040199.0,54.6 %,312783.0,30.1%,BJP
902,Gorakhpur,UTTAR PRADESH,SANT KABIR NAGAR,SANT KABIR NAGAR,62.0,GEN,Sharad Tripathi,Bharatiya Janta Party,1904327.0,1011649.0,53.1 %,97978.0,9.7%,BJP
903,Hamirpur,UTTAR PRADESH,HAMIRPUR,HAMIRPUR,47.0,GEN,Kunwar Pushpendra Singh Chandel,Bharatiya Janta Party,1737993.0,975240.0,56.1 %,266788.0,27.4%,BJP
904,Hardoi,UTTAR PRADESH,HARDOI,HARDOI,31.0,SC,Anshul Verma,Bharatiya Janta Party,1714387.0,972894.0,56.8 %,81343.0,8.4%,BJP
905,Hardoi,UTTAR PRADESH,MISRIKH,MISRIKH,32.0,SC,Anju Bala,Bharatiya Janta Party,1725585.0,998314.0,57.9 %,87363.0,8.8%,BJP
906,Hathras,UTTAR PRADESH,HATHRAS,HATHRAS,16.0,SC,Rajesh Kumar Diwaker,Bharatiya Janta Party,1758927.0,1049273.0,59.7 %,326386.0,31.1%,BJP
907,Jalaun,UTTAR PRADESH,JALAUN,JALAUN,45.0,SC,Bhanu Pratap Singh Verma,Bharatiya Janta Party,1903332.0,1109166.0,58.3 %,287202.0,25.9%,BJP
908,Jaunpur,UTTAR PRADESH,JAUNPUR,JAUNPUR,73.0,GEN,Krishna Pratap 'k.P.',Bharatiya Janta Party,1848842.0,1007143.0,54.5 %,146310.0,14.5%,BJP
909,Jaunpur,UTTAR PRADESH,MACHHLISHAHR,MACHHLISHAHR,74.0,SC,Ram Charitra Nishad,Bharatiya Janta Party,1891969.0,997902.0,52.7 %,172155.0,17.3%,BJP
910,Jhansi,UTTAR PRADESH,JALAUN,JALAUN,45.0,SC,Bhanu Pratap Singh Verma,Bharatiya Janta Party,1903332.0,1109166.0,58.3 %,287202.0,25.9%,BJP
911,Jhansi,UTTAR PRADESH,JHANSI,JHANSI,46.0,GEN,Uma Bharati,Bharatiya Janta Party,1932015.0,1320804.0,68.4 %,190467.0,14.4%,BJP
912,Kannauj,UTTAR PRADESH,KANNAUJ,KANNAUJ,42.0,GEN,Dimple Yadav,Samajwadi Party,1808889.0,1114460.0,61.6 %,19907.0,1.8%,SP
913,Kanpur Dehat,UTTAR PRADESH,AKBARPUR,AKBARPUR,44.0,GEN,Devendra Singh @ Bhole Singh,Bharatiya Janta Party,1768623.0,971375.0,54.9 %,278997.0,28.7%,BJP
914,Kanpur Dehat,UTTAR PRADESH,ETAWAH,ETAWAH,41.0,SC,Ashok Kumar Doharey,Bharatiya Janta Party,1707237.0,939604.0,55.0 %,172946.0,18.4%,BJP
915,Kanpur Dehat,UTTAR PRADESH,JALAUN,JALAUN,45.0,SC,Bhanu Pratap Singh Verma,Bharatiya Janta Party,1903332.0,1109166.0,58.3 %,287202.0,25.9%,BJP
916,Kanpur Dehat,UTTAR PRADESH,KANNAUJ,KANNAUJ,42.0,GEN,Dimple Yadav,Samajwadi Party,1808889.0,1114460.0,61.6 %,19907.0,1.8%,SP
917,Kanpur Nagar,UTTAR PRADESH,AKBARPUR,AKBARPUR,44.0,GEN,Devendra Singh @ Bhole Singh,Bharatiya Janta Party,1768623.0,971375.0,54.9 %,278997.0,28.7%,BJP
918,Kanpur Nagar,UTTAR PRADESH,KANPUR,KANPUR,43.0,GEN,Dr.Murli Manohar Joshi,Bharatiya Janta Party,1611248.0,835079.0,51.8 %,222946.0,26.7%,BJP
919,Kanpur Nagar,UTTAR PRADESH,MISRIKH,MISRIKH,32.0,SC,Anju Bala,Bharatiya Janta Party,1725585.0,998314.0,57.9 %,87363.0,8.8%,BJP
920,Kaushambi,UTTAR PRADESH,KAUSHAMBI,KAUSHAMBI,50.0,SC,Vinod Kumar Sonkar,Bharatiya Janta Party,1738994.0,910038.0,52.3 %,42847.0,4.7%,BJP
921,Kushinagar,UTTAR PRADESH,DEORIA,DEORIA,66.0,GEN,Kalraj Mishra,Bharatiya Janta Party,1806926.0,971557.0,53.8 %,265386.0,27.3%,BJP
922,Kushinagar,UTTAR PRADESH,KUSHI NAGAR,KUSHI NAGAR,65.0,GEN,Rajesh Pandey Urf Guddu,Bharatiya Janta Party,1680992.0,950445.0,56.5 %,85540.0,9.0%,BJP
923,Kheri,UTTAR PRADESH,DHAURAHRA,DHAURAHRA,29.0,GEN,Rekha,Bharatiya Janta Party,1558039.0,1060271.0,68.1 %,125675.0,11.9%,BJP
924,Kheri,UTTAR PRADESH,KHERI,KHERI,28.0,GEN,Ajay Kumar,Bharatiya Janta Party,1679466.0,1077868.0,64.2 %,110274.0,10.2%,BJP
925,Lalitpur,UTTAR PRADESH,JHANSI,JHANSI,46.0,GEN,Uma Bharati,Bharatiya Janta Party,1932015.0,1320804.0,68.4 %,190467.0,14.4%,BJP
926,Lucknow,UTTAR PRADESH,LUCKNOW,LUCKNOW,35.0,GEN,Raj Nath Singh,Bharatiya Janta Party,1949956.0,1033783.0,53.0 %,272749.0,26.4%,BJP
927,Lucknow,UTTAR PRADESH,MOHANLALGANJ,MOHANLALGANJ,34.0,SC,Kaushal Kishore,Bharatiya Janta Party,1838194.0,1116588.0,60.7 %,145416.0,13.0%,BJP
928,Maharajganj,UTTAR PRADESH,MAHARAJGANJ,MAHARAJGANJ,63.0,GEN,Pankaj,Bharatiya Janta Party,1743131.0,1056078.0,60.6 %,240458.0,22.8%,BJP
929,Mahoba,UTTAR PRADESH,HAMIRPUR,HAMIRPUR,47.0,GEN,Kunwar Pushpendra Singh Chandel,Bharatiya Janta Party,1737993.0,975240.0,56.1 %,266788.0,27.4%,BJP
930,Mainpuri,UTTAR PRADESH,MAINPURI,MAINPURI,21.0,GEN,Mulayam Singh Yadav,Samajwadi Party,1653065.0,999265.0,60.5 %,364666.0,36.5%,SP
931,Mathura,UTTAR PRADESH,MATHURA,MATHURA,17.0,GEN,Hema Malini,Bharatiya Janta Party,1682260.0,1076868.0,64.0 %,330743.0,30.7%,BJP
932,Mau,UTTAR PRADESH,GHOSI,GHOSI,70.0,GEN,Harinarayan Rajbhar,Bharatiya Janta Party,1891113.0,1039656.0,55.0 %,146015.0,14.0%,BJP
933,Meerut,UTTAR PRADESH,BAGHPAT,BAGHPAT,11.0,GEN,Dr. Satya Pal Singh,Bharatiya Janta Party,1505175.0,1004263.0,66.7 %,209866.0,20.9%,BJP
934,Meerut,UTTAR PRADESH,BIJNOR,BIJNOR,4.0,GEN,Kunwar Bhartendra,Bharatiya Janta Party,1562065.0,1060346.0,67.9 %,205774.0,19.4%,BJP
935,Meerut,UTTAR PRADESH,MEERUT,MEERUT,10.0,GEN,Rajendra Agarwal,Bharatiya Janta Party,1764388.0,1113384.0,63.1 %,232326.0,20.9%,BJP
936,Meerut,UTTAR PRADESH,MUZAFFARNAGAR,MUZAFFARNAGAR,3.0,GEN,(DR.) SANJEEV KUMAR BALYAN,Bharatiya Janta Party,1588483.0,1107434.0,69.7 %,401150.0,36.2%,BJP
937,Mirzapur,UTTAR PRADESH,MIRZAPUR,MIRZAPUR,79.0,GEN,Anupriya Singh Patel,Apna Dal,1720661.0,1007627.0,58.6 %,219079.0,21.7%,AD
938,Moradabad,UTTAR PRADESH,MORADABAD,MORADABAD,6.0,GEN,Kunwer Sarvesh Kumar,Bharatiya Janta Party,1772046.0,1127965.0,63.7 %,87504.0,7.8%,BJP
939,Moradabad,UTTAR PRADESH,SAMBHAL,SAMBHAL,8.0,GEN,Satyapal Singh,Bharatiya Janta Party,1693245.0,1057002.0,62.4 %,5174.0,0.5%,BJP
940,Muzaffarnagar,UTTAR PRADESH,BIJNOR,BIJNOR,4.0,GEN,Kunwar Bhartendra,Bharatiya Janta Party,1562065.0,1060346.0,67.9 %,205774.0,19.4%,BJP
941,Muzaffarnagar,UTTAR PRADESH,KAIRANA,KAIRANA,2.0,GEN,Hukum Singh,Bharatiya Janta Party,1531755.0,1119324.0,73.1 %,236828.0,21.2%,BJP
942,Muzaffarnagar,UTTAR PRADESH,MUZAFFARNAGAR,MUZAFFARNAGAR,3.0,GEN,(DR.) SANJEEV KUMAR BALYAN,Bharatiya Janta Party,1588483.0,1107434.0,69.7 %,401150.0,36.2%,BJP
943,Pilibhit,UTTAR PRADESH,PILIBHIT,PILIBHIT,26.0,GEN,Maneka Sanjay Gandhi,Bharatiya Janta Party,1671151.0,1050547.0,62.9 %,307052.0,29.2%,BJP
944,Pratapgarh,UTTAR PRADESH,KAUSHAMBI,KAUSHAMBI,50.0,SC,Vinod Kumar Sonkar,Bharatiya Janta Party,1738994.0,910038.0,52.3 %,42847.0,4.7%,BJP
945,Pratapgarh,UTTAR PRADESH,PRATAPGARH,PRATAPGARH,39.0,GEN,Kuwar Harivansh Singh,Apna Dal,1716625.0,894456.0,52.1 %,168222.0,18.8%,AD
946,Raebareli,UTTAR PRADESH,AMETHI,AMETHI,37.0,GEN,Rahul Gandhi,Indian National Congress,1669843.0,874625.0,52.4 %,107903.0,12.3%,INC
947,Raebareli,UTTAR PRADESH,RAE BARELI,RAE BARELI,36.0,GEN,Sonia Gandhi,Indian National Congress,1594954.0,825136.0,51.7 %,352713.0,42.7%,INC
948,Rampur,UTTAR PRADESH,RAMPUR,RAMPUR,7.0,GEN,Dr. Nepal Singh,Bharatiya Janta Party,1616984.0,956389.0,59.2 %,23435.0,2.5%,BJP
949,Saharanpur,UTTAR PRADESH,KAIRANA,KAIRANA,2.0,GEN,Hukum Singh,Bharatiya Janta Party,1531755.0,1119324.0,73.1 %,236828.0,21.2%,BJP
950,Saharanpur,UTTAR PRADESH,SAHARANPUR,SAHARANPUR,1.0,GEN,Raghav Lakhanpal,Bharatiya Janta Party,1608833.0,1194308.0,74.2 %,65090.0,5.5%,BJP
951,Sant Kabir Nagar,UTTAR PRADESH,SANT KABIR NAGAR,SANT KABIR NAGAR,62.0,GEN,Sharad Tripathi,Bharatiya Janta Party,1904327.0,1011649.0,53.1 %,97978.0,9.7%,BJP
952,Shahjahanpur,UTTAR PRADESH,SHAHJAHANPUR,SHAHJAHANPUR,27.0,SC,Krishna Raj,Bharatiya Janta Party,1979294.0,1129841.0,57.1 %,235529.0,20.8%,BJP
953,Shravasti,UTTAR PRADESH,SHRAWASTI,SHRAWASTI,58.0,GEN,Daddan Mishra,Bharatiya Janta Party,1788080.0,979638.0,54.8 %,85913.0,8.8%,BJP
954,Siddharthnagar,UTTAR PRADESH,DOMARIYAGANJ,DOMARIYAGANJ,60.0,GEN,Jagdambika Pal,Bharatiya Janta Party,1761415.0,935027.0,53.1 %,103588.0,11.1%,BJP
955,Sitapur,UTTAR PRADESH,DHAURAHRA,DHAURAHRA,29.0,GEN,Rekha,Bharatiya Janta Party,1558039.0,1060271.0,68.1 %,125675.0,11.9%,BJP
956,Sitapur,UTTAR PRADESH,MISRIKH,MISRIKH,32.0,SC,Anju Bala,Bharatiya Janta Party,1725585.0,998314.0,57.9 %,87363.0,8.8%,BJP
957,Sitapur,UTTAR PRADESH,MOHANLALGANJ,MOHANLALGANJ,34.0,SC,Kaushal Kishore,Bharatiya Janta Party,1838194.0,1116588.0,60.7 %,145416.0,13.0%,BJP
958,Sitapur,UTTAR PRADESH,SITAPUR,SITAPUR,30.0,GEN,Rajesh Verma,Bharatiya Janta Party,1550263.0,1026972.0,66.3 %,51027.0,5.0%,BJP
959,Sonbhadra,UTTAR PRADESH,ROBERTSGANJ,ROBERTSGANJ,80.0,SC,Chhotelal,Bharatiya Janta Party,1639561.0,885873.0,54.0 %,190486.0,21.5%,BJP
960,Sultanpur,UTTAR PRADESH,AMETHI,AMETHI,37.0,GEN,Rahul Gandhi,Indian National Congress,1669843.0,874625.0,52.4 %,107903.0,12.3%,INC
961,Sultanpur,UTTAR PRADESH,SULTANPUR,SULTANPUR,38.0,GEN,Feroze Varun Gandhi,Bharatiya Janta Party,1703698.0,964981.0,56.6 %,178902.0,18.5%,BJP
962,Unnao,UTTAR PRADESH,UNNAO,UNNAO,33.0,GEN,Swami Sachchidanand Hari Sakshi,Bharatiya Janta Party,2164392.0,1201603.0,55.5 %,310173.0,25.8%,BJP
963,Varanasi,UTTAR PRADESH,CHANDAULI,CHANDAULI,76.0,GEN,Dr Mahendra Nath Pandey,Bharatiya Janta Party,1669140.0,980572.0,58.8 %,156756.0,16.0%,BJP
964,Varanasi,UTTAR PRADESH,MACHHLISHAHR,MACHHLISHAHR,74.0,SC,Ram Charitra Nishad,Bharatiya Janta Party,1891969.0,997902.0,52.7 %,172155.0,17.3%,BJP
965,Varanasi,UTTAR PRADESH,VARANASI,VARANASI,77.0,GEN,Narendra Modi,Bharatiya Janta Party,1767486.0,1030685.0,58.3 %,371784.0,36.1%,BJP
966,Bankura,WEST BENGAL,BANKURA,BANKURA,36.0,GEN,Sreemati Dev Varma (MOON MOON SEN),All India Trinamool Congress,1503812.0,1236319.0,82.2 %,98506.0,8.0%,AITC
967,Bankura,WEST BENGAL,BISHNUPUR,BISHNUPUR,37.0,SC,Khan Saumitra,All India Trinamool Congress,1466921.0,1272070.0,86.7 %,149685.0,11.8%,AITC
968,Birbhum,WEST BENGAL,BIRBHUM,BIRBHUM,42.0,GEN,Satabdi Roy,All India Trinamool Congress,1495108.0,1275819.0,85.3 %,67263.0,5.3%,AITC
969,Birbhum,WEST BENGAL,BOLPUR,BOLPUR,41.0,SC,Anupam Hazra,All India Trinamool Congress,1538429.0,1304756.0,84.8 %,236112.0,18.1%,AITC
970,Cooch Behar,WEST BENGAL,ALIPURDUARS,ALIPURDUARS,2.0,ST,Dasrath Tirkey,All India Trinamool Congress,1470911.0,1223566.0,83.2 %,21397.0,1.7%,AITC
971,Cooch Behar,WEST BENGAL,COOCHBEHAR,COOCHBEHAR,1.0,SC,Renuka Sinha,All India Trinamool Congress,1613417.0,1332409.0,82.6 %,87107.0,6.5%,AITC
972,Cooch Behar,WEST BENGAL,JALPAIGURI,JALPAIGURI,3.0,SC,Bijoy Chandra Barman,All India Trinamool Congress,1531469.0,1302117.0,85.0 %,69606.0,5.3%,AITC
973,Dakshin Dinajpur,WEST BENGAL,BALURGHAT,BALURGHAT,6.0,GEN,Arpita Ghosh,All India Trinamool Congress,1254497.0,1063053.0,84.7 %,106964.0,10.1%,AITC
974,Darjeeling,WEST BENGAL,DARJEELING,DARJEELING,4.0,GEN,S.S.Ahluwalia,Bharatiya Janta Party,1437126.0,1142009.0,79.5 %,197239.0,17.3%,BJP
975,Hooghly,WEST BENGAL,ARAMBAG,ARAMBAG,29.0,SC,Aparupa Poddar (AFRIN ALI),All India Trinamool Congress,1600293.0,1361934.0,85.1 %,346845.0,25.5%,AITC
976,Hooghly,WEST BENGAL,HOOGHLY,HOOGHLY,28.0,GEN,Dr. Ratna De (NAG),All India Trinamool Congress,1630042.0,1348870.0,82.8 %,189084.0,14.0%,AITC
977,Hooghly,WEST BENGAL,SREERAMPUR,SREERAMPUR,27.0,GEN,Kalyan Banerjee,All India Trinamool Congress,1624038.0,1290433.0,79.5 %,152526.0,11.8%,AITC
978,Howrah,WEST BENGAL,HOWRAH,HOWRAH,25.0,GEN,Prasun Banerjee,All India Trinamool Congress,1505099.0,1125399.0,74.8 %,196956.0,17.5%,AITC
979,Howrah,WEST BENGAL,SREERAMPUR,SREERAMPUR,27.0,GEN,Kalyan Banerjee,All India Trinamool Congress,1624038.0,1290433.0,79.5 %,152526.0,11.8%,AITC
980,Howrah,WEST BENGAL,ULUBERIA,ULUBERIA,26.0,GEN,Sultan Ahmed,All India Trinamool Congress,1448632.0,1186027.0,81.9 %,201222.0,17.0%,AITC
981,Jalpaiguri,WEST BENGAL,ALIPURDUARS,ALIPURDUARS,2.0,ST,Dasrath Tirkey,All India Trinamool Congress,1470911.0,1223566.0,83.2 %,21397.0,1.7%,AITC
982,Jalpaiguri,WEST BENGAL,JALPAIGURI,JALPAIGURI,3.0,SC,Bijoy Chandra Barman,All India Trinamool Congress,1531469.0,1302117.0,85.0 %,69606.0,5.3%,AITC
983,Kolkata,WEST BENGAL,KOLKATA DAKSHIN,KOLKATA DAKSHIN,23.0,GEN,Subrata Bakshi,All India Trinamool Congress,1685296.0,1167979.0,69.3 %,136339.0,11.7%,AITC
984,Kolkata,WEST BENGAL,KOLKATA UTTAR,KOLKATA UTTAR,24.0,GEN,Sudip Bandyopadhyay,All India Trinamool Congress,1433985.0,955778.0,66.7 %,96226.0,10.1%,AITC
985,Malda,WEST BENGAL,MALDAHA DAKSHIN,MALDAHA DAKSHIN,8.0,GEN,Abu Hasem Khan Chowdhury,Indian National Congress,1347143.0,1092407.0,81.1 %,164111.0,15.0%,INC
986,Malda,WEST BENGAL,MALDAHA UTTAR,MALDAHA UTTAR,7.0,GEN,Mausam Noor,Indian National Congress,1425428.0,1162985.0,81.6 %,65705.0,5.6%,INC
987,Murshidabad,WEST BENGAL,BAHARAMPUR,BAHARAMPUR,10.0,GEN,Adhir Ranjan Chowdhury,Indian National Congress,1453783.0,1154587.0,79.4 %,356567.0,30.9%,INC
988,Murshidabad,WEST BENGAL,JANGIPUR,JANGIPUR,9.0,GEN,Abhijit Mukherjee,Indian National Congress,1391656.0,1119084.0,80.4 %,8161.0,0.7%,INC
989,Murshidabad,WEST BENGAL,MALDAHA DAKSHIN,MALDAHA DAKSHIN,8.0,GEN,Abu Hasem Khan Chowdhury,Indian National Congress,1347143.0,1092407.0,81.1 %,164111.0,15.0%,INC
990,Murshidabad,WEST BENGAL,MURSHIDABAD,MURSHIDABAD,11.0,GEN,Badaruddoza Khan,Communist Party Of India (MARXIST),1512098.0,1287763.0,85.2 %,18453.0,1.4%,CPIM
991,Nadia,WEST BENGAL,BANGAON,BANGAON,14.0,SC,Kapil Krishna Thakur,All India Trinamool Congress,1540713.0,1283688.0,83.3 %,146601.0,11.4%,AITC
992,Nadia,WEST BENGAL,KRISHNANAGAR,KRISHNANAGAR,12.0,GEN,Tapas Paul,All India Trinamool Congress,1476783.0,1247914.0,84.5 %,71255.0,5.7%,AITC
993,Nadia,WEST BENGAL,MURSHIDABAD,MURSHIDABAD,11.0,GEN,Badaruddoza Khan,Communist Party Of India (MARXIST),1512098.0,1287763.0,85.2 %,18453.0,1.4%,CPIM
994,Nadia,WEST BENGAL,RANAGHAT,RANAGHAT,13.0,SC,Tapas Mandal,All India Trinamool Congress,1602849.0,1353196.0,84.4 %,201767.0,14.9%,AITC
